,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Alan Anderson,SF,6-6,220,"October 16, 1982",United States,R,Michigan State
1,35,Lonny Baxter,PF,6-8,260,"January 27, 1979",United States,3,Maryland
2,10,Keith Bogans,SG,6-5,215,"May 12, 1980",United States,2,Kentucky
3,7,Primoz Brezec,C,7-2,252,"October 2, 1979",Slovenia,4,
4,12,Kevin Burleson,PG,6-3,205,"September 4, 1979",United States,R,Minnesota
5,13,Matt Carroll,SG,6-6,212,"August 28, 1980",United States,2,Notre Dame
6,2,Melvin Ely,PF,6-10,260,"May 2, 1978",United States,3,Fresno State
7,20,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,R,UNC
8,33,Jumaine Jones,PF,6-8,218,"February 10, 1979",United States,6,Georgia
9,22,Brevin Knight,PG,5-10,173,"November 8, 1975",United States,8,Stanford
10,42,Sean May,PF,6-9,266,"April 4, 1984",United States,R,UNC
11,50,Emeka Okafor,PF,6-10,252,"September 28, 1982",United States,1,UConn
12,21,Bernard Robinson,SF,6-6,210,"December 26, 1980",United States,1,Michigan
13,4,Kareem Rush,SG,6-6,215,"October 30, 1980",United States,3,Missouri
14,43,Jake Voskuhl,C,6-11,245,"November 1, 1977",United States,5,UConn
15,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,4,Alabama
