,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19980,2979,6685,0.446,571,1665,0.343,2408,5020,0.48,1442,1831,0.788,871,2426,3297,1765,595,392,1124,1836,7971
1,Team/G,,243.7,36.3,81.5,0.446,7.0,20.3,0.343,29.4,61.2,0.48,17.6,22.3,0.788,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2
2,Lg Rank,,1,21,17,20.0,15,12,26.0,21,19,15.0,8,14,5.0,24,26,28,20,21,17,3,30,16
3,Year/Year,,0.7%,5.7%,4.4%,0.006,25.9%,24.7%,0.003,1.8%,-0.9%,0.013,7.0%,4.5%,0.018,0.6%,-5.9%,-4.2%,2.8%,11.6%,-1.7%,-9.6%,-3.5%,7.2%
4,Opponent,82.0,19980,2971,6493,0.458,546,1511,0.361,2425,4982,0.487,1604,2148,0.747,877,2544,3421,1796,578,387,1169,1650,8092
5,Opponent/G,,243.7,36.2,79.2,0.458,6.7,18.4,0.361,29.6,60.8,0.487,19.6,26.2,0.747,10.7,31.0,41.7,21.9,7.0,4.7,14.3,20.1,98.7
6,Lg Rank,,1,10,5,18.0,8,7,19.0,11,9,18.0,30,30,10.0,6,13,13,12,3,11,20,12,17
7,Year/Year,,0.7%,7.0%,1.9%,0.022,9.6%,-0.6%,0.034,6.5%,2.7%,0.018,-3.3%,-3.7%,0.003,4.3%,2.5%,3.0%,8.9%,-2.7%,-3.3%,8.1%,9.4%,5.0%
