,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,Lavoy Allen,PF,6-9,260,"February 4, 1989",United States,4,Temple
1,10,Chase Budinger,SF,6-7,209,"May 22, 1988",United States,6,Arizona
2,25,Rakeem Christmas,PF,6-9,250,"December 1, 1991",United States,R,Syracuse
3,11,Monta Ellis,SG,6-3,185,"October 26, 1985",United States,10,
4,13,Paul George,SF,6-8,220,"May 2, 1990",United States,5,Fresno State
5,3,George Hill,PG,6-4,188,"May 4, 1986",United States,7,IUPUI
6,27,Jordan Hill,C,6-10,235,"July 27, 1987",United States,6,Arizona
7,44,Solomon Hill,SF,6-6,226,"March 18, 1991",United States,2,Arizona
8,10,Ty Lawson,PG,5-11,195,"November 3, 1987",United States,6,UNC
9,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,7,
10,0,CJ Miles,SF,6-6,220,"March 18, 1987",United States,10,
11,40,Glenn Robinson,SF,6-6,222,"January 8, 1994",United States,1,Michigan
12,2,Rodney Stuckey,PG,6-5,210,"April 21, 1986",United States,8,Eastern Washington
13,33,Myles Turner,C,6-11,250,"March 24, 1996",United States,R,Texas
14,42,Shayne Whittington,PF,6-11,250,"March 27, 1991",United States,1,Western Michigan
15,1,Joe Young,PG,6-2,180,"June 27, 1992",United States,R,"Houston, Oregon"
