,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Omer Asik,C,7-0,255,"July 4, 1986",Turkey,R,
1,6,Keith Bogans,SG,6-5,215,"May 12, 1980",United States,7,Kentucky
2,5,Carlos Boozer,C,6-9,258,"November 20, 1981",Germany,8,Duke
3,11,Ronnie Brewer,SG,6-7,220,"March 20, 1985",United States,4,Arkansas
4,45,Rasual Butler,SG,6-7,215,"May 23, 1979",United States,8,La Salle
5,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,6,Duke
6,22,Taj Gibson,PF,6-9,232,"June 24, 1985",United States,1,USC
7,16,James Johnson,SF,6-7,240,"February 20, 1987",United States,1,Wake Forest
8,26,Kyle Korver,SG,6-7,212,"March 17, 1981",United States,7,Creighton
9,15,John Lucas III,PG,5-11,166,"November 21, 1982",United States,2,"Baylor, Oklahoma State"
10,13,Joakim Noah,C,6-11,230,"February 25, 1985",United States,3,Florida
11,1,Derrick Rose,PG,6-2,200,"October 4, 1988",United States,2,Memphis
12,24,Brian Scalabrine,PF,6-9,241,"March 18, 1978",United States,9,USC
13,40,Kurt Thomas,PF,6-9,230,"October 4, 1972",United States,15,TCU
14,32,CJ Watson,PG,6-2,175,"April 17, 1984",United States,3,Tennessee
