,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,JJ Barea,SG,5-10,180,"June 26, 1984",Puerto Rico,2,Northeastern University
1,32,Brandon Bass,C,6-8,250,"April 30, 1985",United States,3,LSU
2,13,Matt Carroll,SG,6-6,212,"August 28, 1980",United States,5,Notre Dame
3,25,Erick Dampier,C,6-11,265,"July 14, 1975",United States,12,Mississippi State
4,7,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,7,
5,40,Devean George,SF,6-8,220,"August 29, 1977",United States,9,Augsburg College
6,8,Gerald Green,SG,6-6,205,"January 26, 1986",United States,3,
7,1,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,2,UCLA
8,5,Josh Howard,SF,6-7,210,"April 28, 1980",United States,5,Wake Forest
9,2,Jason Kidd,PG,6-4,205,"March 23, 1973",United States,14,California
10,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,10,
11,33,James Singleton,PF,6-8,216,"July 20, 1981",United States,2,Murray State
12,42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",United States,13,UNC
13,31,Jason Terry,SG,6-2,185,"September 15, 1977",United States,9,Arizona
14,4,Shawne Williams,SF,6-9,225,"February 16, 1986",United States,2,Memphis
15,21,Antoine Wright,SF,6-7,210,"February 6, 1984",United States,3,Texas A&M
