,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Hassan Adams,SG,6-4,220,"June 20, 1984",United States,R,Arizona
1,2,Josh Boone,PF,6-10,237,"November 21, 1984",United States,R,UConn
2,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,8,UNC
3,35,Jason Collins,PF,7-0,255,"December 2, 1978",United States,5,Stanford
4,50,Eddie House,SG,6-1,180,"May 14, 1978",United States,6,Arizona State
5,9,Mile Ilic,C,7-1,230,"June 2, 1984",Bosnia & Herzegovina,R,
6,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,5,Arizona
7,5,Jason Kidd,PG,6-4,205,"March 23, 1973",United States,12,California
8,12,Nenad Krstic,C,7-0,240,"July 25, 1983",Serbia,2,
9,33,Mikki Moore,C,6-11,225,"November 4, 1975",United States,8,Nebraska
10,7,Bostjan Nachbar,SF,6-9,221,"July 3, 1980",Slovenia,4,
11,22,Bernard Robinson,SF,6-6,210,"December 26, 1980",United States,2,Michigan
12,30,Clifford Robinson,C,6-10,225,"December 16, 1966",United States,17,UConn
13,1,Marcus Williams,PG,6-3,205,"December 3, 1985",United States,R,UConn
14,21,Antoine Wright,SG,6-7,210,"February 6, 1984",United States,1,Texas A&M
