,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Nick Collison,PF,6-10,255,"October 26, 1980",United States,3,Kansas
1,12,Ronald Dupree,SF,6-7,209,"January 26, 1981",United States,4,LSU
2,35,Kevin Durant,SG,6-10,240,"September 29, 1988",United States,R,Texas
3,16,Francisco Elson,C,7-0,235,"February 28, 1976",Netherlands,4,California
4,15,Mickael Gelabale,SG,6-7,215,"May 22, 1983",Guadeloupe,1,
5,6,Eddie Gill,PG,6-0,190,"August 16, 1978",United States,5,Weber State
6,22,Jeff Green,SF,6-8,235,"August 28, 1986",United States,R,Georgetown
7,44,Adrian Griffin,SF,6-5,217,"July 4, 1974",United States,8,Seton Hall
8,42,Donyell Marshall,PF,6-9,218,"May 18, 1973",United States,13,UConn
9,14,Ira Newble,SF,6-7,220,"January 20, 1975",United States,7,Miami University
10,27,Johan Petro,C,7-0,247,"January 27, 1986",France,2,
11,8,Luke Ridnour,PG,6-2,175,"February 13, 1981",United States,4,Oregon
12,18,Mouhamed Sene,C,6-11,230,"May 12, 1986",Senegal,1,
13,31,Robert Swift,C,7-0,245,"December 3, 1985",United States,2,
14,3,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",Spain,8,Miami University
15,44,Kurt Thomas,C,6-9,230,"October 4, 1972",United States,12,TCU
16,25,Earl Watson,PG,6-1,195,"June 12, 1979",United States,6,UCLA
17,2,Delonte West,PG,6-4,180,"July 26, 1983",United States,3,Saint Joseph's
18,54,Chris Wilcox,PF,6-10,221,"September 3, 1982",United States,5,Maryland
19,21,Damien Wilkins,SF,6-6,225,"January 11, 1980",United States,3,"NC State, Georgia"
20,29,Mike Wilks,PG,5-10,185,"May 7, 1979",United States,5,Rice University
