,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,45,Cole Aldrich,C,6-11,250,"October 31, 1988",United States,5,Kansas
1,19,Jeff Ayres,C,6-9,240,"April 29, 1987",United States,5,Arizona State
2,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",United States,15,Michigan
3,22,Branden Dawson,PF,6-6,225,"February 1, 1993",United States,R,Michigan State
4,8,Jeff Green,SF,6-8,235,"August 28, 1986",United States,7,Georgetown
5,32,Blake Griffin,PF,6-9,250,"March 16, 1989",United States,5,Oklahoma
6,33,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,5,"Iowa State, Syracuse"
7,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,7,Texas A&M
8,12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",Cameroon,7,UCLA
9,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,10,Wake Forest
10,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,17,Kansas
11,9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",Argentina,3,
12,4,JJ Redick,SG,6-3,200,"June 24, 1984",United States,9,Duke
13,25,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,3,Duke
14,5,Josh Smith,PF,6-9,225,"December 5, 1985",United States,11,
15,1,Lance Stephenson,SF,6-6,230,"September 5, 1990",United States,5,Cincinnati
16,35,Alex Stepheson,PF,6-10,270,"August 7, 1987",United States,R,"UNC, USC"
17,30,CJ Wilcox,SG,6-5,195,"December 30, 1990",United States,1,Washington
