,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Kelenna Azubuike,SG,6-5,220,"December 16, 1983",United Kingdom,4,Kentucky
1,3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",Guadeloupe,2,
2,35,Brian Cardinal,SF,6-8,245,"May 2, 1977",United States,11,Purdue
3,25,Vince Carter,SG,6-6,220,"January 26, 1977",United States,13,UNC
4,33,Brendan Haywood,C,7-0,268,"November 27, 1979",United States,10,UNC
5,9,Yi Jianlian,PF,7-0,240,"October 27, 1987",China,4,
6,20,Dominique Jones,SG,6-4,215,"October 15, 1988",United States,1,South Florida
7,2,Jason Kidd,PG,6-4,205,"March 23, 1973",United States,17,California
8,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,3,
9,0,Shawn Marion,SF,6-7,220,"May 7, 1978",United States,12,"Vincennes University, UNLV"
10,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,13,
11,7,Lamar Odom,SF,6-10,220,"November 6, 1979",United States,12,Rhode Island
12,31,Jason Terry,SG,6-2,185,"September 15, 1977",United States,12,Arizona
13,13,Delonte West,PG,6-4,180,"July 26, 1983",United States,7,Saint Joseph's
14,32,Sean Williams,C,6-10,235,"September 13, 1986",United States,3,Boston College
15,34,Brandan Wright,C,6-10,210,"October 5, 1987",United States,3,UNC
