,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,54,28,53,29,4.23,-0.5,3.73,111.1,106.3,89.8,0.258,0.354,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216,Madison Square Garden (IV),780353
1,Lg Rank,7,24,7,8,6.0,27.0,7.0,3.0,18.0,26.0,20.0,1.0,8.0,1.0,19.0,21.0,23.0,4.0,4.0,24.0,,7
