,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,35,Malik Allen,PF,6-10,255,"June 27, 1978",United States,5,Villanova
1,11,Andre Barrett,PG,5-10,172,"February 21, 1982",United States,2,Seton Hall
2,42,PJ Brown,PF,6-11,225,"October 14, 1969",United States,13,Louisiana Tech
3,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,2,Duke
4,21,Chris Duhon,PG,6-1,185,"August 31, 1982",United States,2,Duke
5,7,Ben Gordon,SG,6-3,200,"April 4, 1983",United Kingdom,2,UConn
6,44,Adrian Griffin,SF,6-5,217,"July 4, 1974",United States,7,Seton Hall
7,12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",United States,3,Kansas
8,38,Viktor Khryapa,PF,6-9,210,"August 3, 1982",Ukraine,2,
9,5,Andres Nocioni,PF,6-7,225,"November 30, 1979",Argentina,2,
10,2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",Switzerland,R,
11,50,Mike Sweetney,C,6-8,275,"October 25, 1982",United States,3,Georgetown
12,24,Tyrus Thomas,PF,6-9,215,"August 17, 1986",United States,R,LSU
13,3,Ben Wallace,C,6-9,240,"September 10, 1974",United States,10,Virginia Union University
