,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,32,Sim Bhullar,C,7-5,360,"December 2, 1992",Canada,R,New Mexico State
1,18,Omri Casspi,SF,6-9,225,"June 22, 1988",Israel,5,
2,7,Darren Collison,PG,6-0,175,"August 23, 1987",United States,5,UCLA
3,15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,4,Kentucky
4,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,12,Iowa
5,8,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,8,UConn
6,5,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,8,UCLA
7,24,Carl Landry,PF,6-9,248,"September 19, 1983",United States,7,"Vincennes University, Purdue"
8,3,Ray McCallum,PG,6-3,190,"June 12, 1991",United States,1,Detroit Mercy
9,23,Ben McLemore,SG,6-3,195,"February 11, 1993",United States,1,Kansas
10,22,Andre Miller,PG,6-3,200,"March 19, 1976",United States,15,Utah
11,20,Quincy Miller,PF,6-9,210,"November 18, 1992",United States,2,Baylor
12,25,Eric Moreland,PF,6-10,238,"December 24, 1991",United States,R,Oregon State
13,9,Ramon Sessions,PG,6-3,190,"April 11, 1986",United States,7,Nevada
14,10,Nik Stauskas,SG,6-6,205,"October 7, 1993",Canada,R,Michigan
15,9,David Stockton,PG,5-11,165,"June 24, 1991",United States,R,Gonzaga
16,34,Jason Thompson,PF,6-11,250,"July 21, 1986",United States,6,Rider University
17,31,David Wear,PF,6-10,230,"September 21, 1990",United States,R,"UNC, UCLA"
18,13,Derrick Williams,PF,6-8,240,"May 25, 1991",United States,3,Arizona
