,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Chris Andersen,PF,6-10,245,"July 7, 1978",United States,2,Blinn College
1,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,R,Syracuse
2,20,Jon Barry,SG,6-4,195,"July 25, 1969",United States,11,"University of the Pacific, Georgia Tech"
3,32,Ryan Bowen,PF,6-7,215,"November 20, 1975",United States,4,Iowa
4,11,Earl Boykins,SG,5-5,135,"June 2, 1976",United States,5,Eastern Michigan
5,23,Marcus Camby,C,6-11,220,"March 22, 1974",United States,7,UMass
6,51,Michael Doleac,C,6-11,262,"June 15, 1977",United States,5,Utah
7,56,Francisco Elson,C,7-0,235,"February 28, 1976",Netherlands,R,California
8,31,Nene Hilario,PF,6-11,250,"September 13, 1982",Brazil,1,
9,1,Voshon Lenard,SG,6-4,205,"May 14, 1973",United States,8,Minnesota
10,24,Andre Miller,PG,6-3,200,"March 19, 1976",United States,4,Utah
11,41,Mark Pope,PF,6-10,235,"September 11, 1972",United States,4,"Washington, Kentucky"
12,4,Jeff Trepagnier,SG,6-4,200,"July 11, 1979",United States,2,USC
13,22,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",Georgia,1,
14,5,Rodney White,SF,6-9,238,"June 28, 1980",United States,2,UNC Charlotte
