Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,20.0,POR,NBA,SG,15.0,1.0,7.4,1.1,3.3,0.32,0.3,1.4,0.238,0.7,1.9,0.379,0.37,0.2,0.5,0.429,0.1,0.7,0.7,0.3,0.1,0.1,0.3,0.3,2.7
2019-20,21.0,POR,NBA,SF,61.0,8.0,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.571,0.6,0.7,0.822,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9
2020-21,22.0,TOT,NBA,SG,58.0,38.0,31.1,5.5,13.5,0.408,2.8,7.4,0.385,2.7,6.1,0.435,0.513,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1.0,0.2,0.7,1.6,15.3
2020-21,22.0,POR,NBA,SG,41.0,23.0,30.8,5.3,12.8,0.414,3.0,7.4,0.397,2.3,5.3,0.438,0.53,1.4,1.8,0.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5,15.0
2020-21,22.0,TOR,NBA,SG,17.0,15.0,31.8,6.1,15.4,0.395,2.6,7.3,0.355,3.5,8.1,0.431,0.479,1.5,1.8,0.806,0.4,3.2,3.6,1.3,1.1,0.2,0.7,1.7,16.2
2021-22,23.0,TOR,NBA,SG,11.0,10.0,33.6,5.7,14.1,0.406,2.1,6.2,0.338,3.6,7.9,0.46,0.481,1.6,1.9,0.857,0.5,2.5,3.1,1.5,2.8,0.5,1.1,2.1,15.2
Career,,,NBA,,145.0,57.0,24.9,4.1,9.9,0.416,2.1,5.4,0.388,2.0,4.4,0.45,0.522,1.0,1.2,0.788,0.4,1.6,2.0,1.1,0.9,0.2,0.6,1.4,11.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,POR,NBA,,117.0,32.0,23.1,3.7,8.7,0.423,2.0,5.1,0.401,1.6,3.6,0.454,0.54,0.8,1.1,0.772,0.4,1.3,1.7,1.1,0.7,0.2,0.5,1.3,10.2
2 seasons,,TOR,NBA,,28.0,25.0,32.5,5.9,14.9,0.399,2.4,6.9,0.349,3.5,8.0,0.442,0.48,1.5,1.9,0.827,0.4,3.0,3.4,1.4,1.8,0.3,0.9,1.9,15.8
