,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Shareef Abdur-Rahim,C,6-9,225,"December 11, 1976",United States,10,California
1,10,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,8,Arizona
2,8,Quincy Douby,PG,6-3,175,"May 16, 1984",United States,R,Rutgers University
3,32,Francisco Garcia,SF,6-7,195,"December 31, 1981",Dominican Republic,1,Louisville
4,5,Jason Hart,PG,6-3,185,"April 29, 1978",United States,5,Syracuse
5,23,Kevin Martin,SG,6-7,199,"February 1, 1983",United States,2,Western Carolina University
6,52,Brad Miller,C,6-11,244,"April 12, 1976",United States,8,Purdue
7,20,Vitaly Potapenko,C,6-10,280,"March 21, 1975",Ukraine,10,Wright State University
8,7,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,1,"Nicholls State, Utah Valley"
9,15,John Salmons,SG,6-7,210,"December 12, 1979",United States,4,Miami (FL)
10,24,Maurice Taylor,PF,6-9,260,"October 30, 1976",United States,8,"Michigan, LSU"
11,9,Kenny Thomas,PF,6-7,261,"July 25, 1977",United States,7,New Mexico
12,30,Justin Williams,C,6-10,225,"May 12, 1984",United States,R,Wyoming
13,34,Corliss Williamson,PF,6-7,245,"December 4, 1973",United States,11,Arkansas
14,93,Metta World Peace,SF,6-7,260,"November 13, 1979",United States,7,St. John's
