,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",United States,7,Arizona
1,32,Andray Blatche,C,6-11,235,"August 22, 1986",United States,3,
2,17,Dee Brown,PG,6-0,185,"August 17, 1984",United States,1,Illinois
3,3,Caron Butler,SG,6-7,228,"March 13, 1980",United States,6,UConn
4,8,Javaris Crittenton,PG,6-5,200,"December 31, 1987",United States,1,Georgia Tech
5,6,Antonio Daniels,PG,6-4,195,"March 19, 1975",United States,11,Bowling Green
6,12,Juan Dixon,PG,6-3,164,"October 9, 1978",United States,6,Maryland
7,33,Brendan Haywood,C,7-0,268,"November 27, 1979",United States,7,UNC
8,13,Mike James,PG,6-2,188,"June 23, 1975",United States,7,Duquesne
9,4,Antawn Jamison,PF,6-8,223,"June 12, 1976",United States,10,UNC
10,34,JaVale McGee,C,7-0,270,"January 19, 1988",United States,R,Nevada
11,5,Dominic McGuire,SF,6-9,220,"October 20, 1985",United States,1,"California, Fresno State"
12,14,Oleksiy Pecherov,C,7-0,232,"December 8, 1985",Ukraine,1,
13,9,Darius Songaila,C,6-9,248,"February 14, 1978",Lithuania,5,Wake Forest
14,2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",United States,8,
15,36,Etan Thomas,C,6-9,256,"April 1, 1978",United States,6,Syracuse
16,1,Nick Young,SG,6-7,210,"June 1, 1985",United States,1,USC
