Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23.0,MIA,NBA,PG,9,0,9.2,0.9,4.1,0.216,0.7,3.0,0.222,0.2,1.1,0.2,0.297,0.0,0.0,,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4
2020-21,24.0,MIA,NBA,PG,50,7,13.1,1.8,4.7,0.378,0.9,3.0,0.309,0.8,1.7,0.5,0.476,0.4,0.5,0.87,0.2,0.9,1.1,1.3,0.4,0.0,0.7,1.6,4.8
2021-22,25.0,MIA,NBA,PG,15,1,13.0,1.5,3.8,0.386,0.5,2.0,0.267,0.9,1.8,0.519,0.456,0.4,0.5,0.75,0.5,0.8,1.3,1.7,0.4,0.0,0.7,1.5,3.9
Career,,,NBA,,74,8,12.6,1.6,4.4,0.361,0.8,2.8,0.291,0.8,1.6,0.479,0.453,0.4,0.4,0.839,0.2,0.9,1.1,1.3,0.4,0.0,0.6,1.5,4.4
