,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Giannis Antetokounmpo,SG,6-11,242,"December 6, 1994",Greece,1,
1,19,Jerryd Bayless,PG,6-3,200,"August 20, 1988",United States,6,Arizona
2,5,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",United States,1,Syracuse
3,9,Jared Dudley,SG,6-6,237,"July 10, 1985",United States,7,Boston College
4,11,Tyler Ennis,PG,6-3,194,"August 24, 1994",Canada,R,Syracuse
5,13,Jorge Gutierrez,PG,6-3,191,"December 27, 1988",Mexico,1,California
6,31,John Henson,C,6-9,219,"December 28, 1990",United States,2,UNC
7,7,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,6,
8,23,Chris Johnson,SF,6-6,206,"April 29, 1990",United States,2,Dayton
9,11,Brandon Knight,PG,6-2,182,"December 2, 1991",United States,3,Kentucky
10,5,Kendall Marshall,PG,6-4,200,"August 19, 1991",United States,2,UNC
11,6,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,14,Cincinnati
12,0,OJ Mayo,SG,6-5,210,"November 5, 1987",United States,6,USC
13,22,Khris Middleton,SF,6-7,222,"August 12, 1991",United States,2,Texas A&M
14,3,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",United States,R,LSU
15,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,11,
16,12,Jabari Parker,PF,6-8,245,"March 15, 1995",United States,R,Duke
17,21,Miles Plumlee,C,6-11,249,"September 1, 1988",United States,2,Duke
18,8,Larry Sanders,C,6-11,235,"November 21, 1988",United States,4,VCU
19,6,Nate Wolters,PG,6-4,190,"May 15, 1991",United States,1,South Dakota State
