,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,2,Texas
1,4,Derrick Brown,SF,6-7,225,"September 8, 1987",United States,1,Xavier
2,54,Kwame Brown,C,6-11,270,"March 10, 1982",United States,9,
3,33,Matt Carroll,SG,6-6,212,"August 28, 1980",United States,7,Notre Dame
4,11,Sherron Collins,PG,5-11,205,"March 18, 1987",United States,R,Kansas
5,44,Dante Cunningham,PF,6-8,230,"April 22, 1987",United States,1,Villanova
6,32,Boris Diaw,PF,6-8,250,"April 16, 1982",France,7,
7,7,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,9,
8,15,Gerald Henderson,SG,6-5,215,"December 9, 1987",United States,1,Duke
9,1,Stephen Jackson,SG,6-8,218,"April 5, 1978",United States,10,Butler County Community College
10,2,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,5,
11,5,Dominic McGuire,SF,6-9,220,"October 20, 1985",United States,3,"California, Fresno State"
12,13,Nazr Mohammed,C,6-10,221,"September 5, 1977",United States,12,Kentucky
13,21,Eduardo Najera,PF,6-8,240,"July 11, 1976",Mexico,10,Oklahoma
14,10,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,10,Minnesota
15,41,Garrett Temple,PG,6-5,195,"May 8, 1986",United States,1,LSU
16,12,Tyrus Thomas,C,6-9,215,"August 17, 1986",United States,4,LSU
17,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,9,Alabama
18,8,DJ White,C,6-9,251,"August 31, 1986",United States,2,Indiana
