,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,5,Texas
1,8,Luke Babbitt,SF,6-9,225,"June 20, 1989",United States,1,Nevada
2,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,3,
3,23,Marcus Camby,C,6-11,220,"March 22, 1974",United States,15,UMass
4,11,Jamal Crawford,PG,6-5,185,"March 20, 1980",United States,11,Michigan
5,5,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,6,UNC
6,3,Jonny Flynn,PG,6-0,185,"February 6, 1989",United States,2,Syracuse
7,21,JJ Hickson,PF,6-9,242,"September 4, 1988",United States,3,NC State
8,1,Armon Johnson,PG,6-3,195,"February 23, 1989",United States,1,Nevada
9,17,Chris Johnson,C,6-11,210,"July 15, 1985",United States,1,LSU
10,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",United States,2,Marquette
11,10,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,11,Minnesota
12,83,Craig Smith,PF,6-7,250,"November 10, 1983",United States,5,Boston College
13,4,Nolan Smith,PG,6-2,185,"July 25, 1988",United States,R,Duke
14,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",Tanzania,2,UConn
15,40,Kurt Thomas,C,6-9,230,"October 4, 1972",United States,16,TCU
16,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,10,Alabama
17,9,Elliot Williams,SG,6-5,190,"June 20, 1989",United States,R,"Duke, Memphis"
