,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2020-21,22.0,TOT,NBA,SG,32.0,334.0,12.1,0.556,0.537,0.52,2.2,16.0,8.8,18.9,1.0,0.3,16.1,23.0,0.0,0.2,0.2,0.028,-1.2,-1.2,-2.4,0.0
1,2020-21,22.0,HOU,NBA,SG,26.0,307.0,11.1,0.546,0.561,0.5,1.3,17.0,8.9,19.1,0.9,0.3,16.8,23.1,-0.1,0.1,0.0,0.007,-1.7,-1.3,-3.0,-0.1
2,2020-21,22.0,PHI,NBA,SG,6.0,27.0,23.5,0.662,0.222,0.778,12.5,4.0,8.2,16.6,1.8,0.0,7.6,20.8,0.1,0.0,0.2,0.27,4.0,0.1,4.2,0.0
3,Career,,,NBA,,32.0,334.0,12.1,0.556,0.537,0.52,2.2,16.0,8.8,18.9,1.0,0.3,16.1,23.0,0.0,0.2,0.2,0.028,-1.2,-1.2,-2.4,0.0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1 season,,HOU,NBA,,26.0,307.0,11.1,0.546,0.561,0.5,1.3,17.0,8.9,19.1,0.9,0.3,16.8,23.1,-0.1,0.1,0.0,0.007,-1.7,-1.3,-3.0,-0.1
6,1 season,,PHI,NBA,,6.0,27.0,23.5,0.662,0.222,0.778,12.5,4.0,8.2,16.6,1.8,0.0,7.6,20.8,0.1,0.0,0.2,0.27,4.0,0.1,4.2,0.0
