,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,4,Duke
1,90,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,6,Kansas
2,7,Ben Gordon,SG,6-3,200,"April 4, 1983",United Kingdom,4,UConn
3,34,Aaron Gray,C,7-0,270,"December 7, 1984",United States,1,Pitt
4,12,Kirk Hinrich,SG,6-4,190,"January 2, 1981",United States,5,Kansas
5,32,Larry Hughes,SF,6-5,184,"January 23, 1979",United States,10,Saint Louis
6,11,Lindsey Hunter,PG,6-2,170,"December 3, 1970",United States,15,"Alcorn State, Jackson State University"
7,54,Linton Johnson,PF,6-8,205,"June 13, 1980",United States,5,Tulane
8,52,Brad Miller,C,6-11,244,"April 12, 1976",United States,10,Purdue
9,35,Demetris Nichols,SF,6-8,216,"September 4, 1984",United States,1,Syracuse
10,13,Joakim Noah,C,6-11,230,"February 25, 1985",United States,1,Florida
11,5,Andres Nocioni,PF,6-7,225,"November 30, 1979",Argentina,4,
12,5,Anthony Roberson,PG,6-2,180,"February 14, 1983",United States,2,Florida
13,1,Derrick Rose,PG,6-2,200,"October 4, 1988",United States,R,Memphis
14,15,John Salmons,SF,6-7,210,"December 12, 1979",United States,6,Miami (FL)
15,2,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",Switzerland,2,
16,15,Cedric Simmons,PF,6-9,235,"January 3, 1986",United States,2,NC State
17,2,Tim Thomas,PF,6-10,230,"February 26, 1977",United States,11,Villanova
18,24,Tyrus Thomas,PF,6-9,215,"August 17, 1986",United States,2,LSU
