,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2019-20,22.0,PHI,NBA,SG,65,1287,10.0,0.539,0.592,0.155,3.8,5.4,4.6,8.0,3.5,3.1,15.3,11.2,0.3,2.0,2.3,0.086,-2.8,3.1,0.3,0.8
1,2020-21,23.0,PHI,NBA,SG,65,1298,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.102,-2.7,4.3,1.6,1.2
2,Career,,,NBA,,130,2585,10.1,0.524,0.591,0.116,3.2,6.6,4.9,7.1,3.7,4.0,13.5,10.3,0.3,4.7,5.1,0.094,-2.8,3.7,0.9,1.9
