,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Jaylen Brown,SG,6-6,223,"October 24, 1996",United States,3,California
1,4,Carsen Edwards,SG,5-11,200,"March 12, 1998",United States,R,Purdue
2,99,Tacko Fall,C,7-5,311,"December 10, 1995",Senegal,R,Central Florida
3,43,Javonte Green,SG,6-4,205,"July 23, 1993",United States,R,Radford
4,20,Gordon Hayward,SF,6-7,225,"March 23, 1990",United States,9,Butler
5,11,Enes Kanter,C,6-10,250,"May 20, 1992",Switzerland,8,
6,45,Romeo Langford,SG,6-4,216,"October 25, 1999",United States,R,Indiana
7,37,Semi Ojeleye,PF,6-6,240,"December 5, 1994",United States,2,"Duke, SMU"
8,77,Vincent Poirier,C,7-0,235,"October 17, 1993",France,R,
9,36,Marcus Smart,SG,6-3,220,"March 6, 1994",United States,5,Oklahoma State
10,0,Jayson Tatum,PF,6-8,210,"March 3, 1998",United States,2,Duke
11,27,Daniel Theis,C,6-8,245,"April 4, 1992",Germany,2,
12,8,Kemba Walker,PG,6-0,184,"May 8, 1990",United States,8,UConn
13,9,Brad Wanamaker,PG,6-3,210,"July 25, 1989",United States,1,Pitt
14,51,Tremont Waters,PG,5-10,175,"January 10, 1998",United States,R,LSU
15,12,Grant Williams,PF,6-6,236,"November 30, 1998",United States,R,Tennessee
16,44,Robert Williams,C,6-8,237,"October 17, 1997",United States,1,Texas A&M
