,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Ray Allen,SG,6-5,205,"July 20, 1975",United States,17,UConn
1,11,Chris Andersen,C,6-10,245,"July 7, 1978",United States,11,Blinn College
2,50,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,6,UNLV
3,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,12,Duke
4,8,Michael Beasley,SF,6-9,235,"January 9, 1989",United States,5,Kansas State
5,1,Chris Bosh,C,6-11,235,"March 24, 1984",United States,10,Georgia Tech
6,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",United States,5,Kansas
7,30,Norris Cole,PG,6-2,175,"October 13, 1988",United States,2,Cleveland State University
8,0,Toney Douglas,PG,6-2,195,"March 16, 1986",United States,4,"Auburn, Florida State"
9,7,Justin Hamilton,C,7-0,260,"April 1, 1990",United States,R,"Iowa State, LSU"
10,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,10,Florida
11,6,LeBron James,PF,6-9,250,"December 30, 1984",United States,10,
12,22,James Jones,SF,6-8,218,"October 4, 1980",United States,10,Miami (FL)
13,9,Rashard Lewis,SF,6-10,215,"August 8, 1979",United States,15,
14,14,DeAndre Liggins,SG,6-6,209,"March 31, 1988",United States,2,Kentucky
15,21,Roger Mason,SG,6-5,200,"September 10, 1980",United States,9,Virginia
16,20,Greg Oden,C,7-0,250,"January 22, 1988",United States,2,Ohio State
17,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,10,Marquette
