,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,11,Northeastern University
1,40,Harrison Barnes,PF,6-8,225,"May 30, 1992",United States,5,UNC
2,8,Gian Clavell,SG,6-4,185,"November 26, 1993",Puerto Rico,R,Colorado State
3,44,Antonius Cleveland,SG,6-5,195,"February 2, 1994",United States,R,SE Missouri State
4,8,Kyle Collinsworth,SF,6-6,210,"October 3, 1991",United States,R,BYU
5,11,Yogi Ferrell,SG,6-0,178,"May 9, 1993",United States,1,Indiana
6,10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",United States,1,Florida
7,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,13,Wisconsin
8,9,Aaron Harrison,SG,6-6,210,"October 28, 1994",United States,2,Kentucky
9,32,Scotty Hopson,SG,6-7,204,"August 8, 1989",United States,1,Tennessee
10,21,Jalen Jones,SF,6-7,220,"May 27, 1993",United States,R,Texas A&M
11,42,Maxi Kleber,PF,6-10,240,"January 29, 1992",Germany,R,
12,23,Wesley Matthews,SF,6-4,220,"October 14, 1986",United States,8,Marquette
13,20,Doug McDermott,SF,6-7,225,"January 3, 1992",United States,3,Creighton
14,13,Josh McRoberts,PF,6-10,240,"February 28, 1987",United States,10,Duke
15,50,Salah Mejri,C,7-2,235,"June 15, 1986",Tunisia,2,
16,6,Johnathan Motley,PF,6-8,230,"May 4, 1995",United States,R,Baylor
17,3,Nerlens Noel,C,6-11,220,"April 10, 1994",United States,3,Kentucky
18,41,Dirk Nowitzki,C,7-0,245,"June 19, 1978",Germany,19,
19,7,Dwight Powell,C,6-10,240,"July 20, 1991",Canada,3,Stanford
20,1,Dennis Smith,PG,6-2,205,"November 25, 1997",United States,R,NC State
21,0,Jameel Warney,PF,6-8,260,"January 31, 1994",United States,R,Stony Brook University
22,17,Jeff Withey,C,7-0,231,"March 7, 1990",United States,4,Kansas
