,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21.0,Joel Embiid,C,7-0,280,"March 16, 1994",cm,5,Kansas
1,30.0,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr,4,
2,0.0,Tyrese Maxey,SG,6-2,200,"November 4, 2000",us,1,Kentucky
3,12.0,Tobias Harris,PF,6-8,226,"July 15, 1992",us,10,Tennessee
4,20.0,Georges Niang,PF,6-7,230,"June 17, 1993",us,5,Iowa State
5,31.0,Seth Curry,SG,6-2,185,"August 23, 1990",us,7,"Liberty, Duke"
6,1.0,Andre Drummond,C,6-10,279,"August 10, 1993",us,9,UConn
7,44.0,Paul Reed,PF,6-9,210,"June 14, 1999",us,1,DePaul
8,22.0,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us,2,Washington
9,23.0,Charles Bassey,C,6-11,235,"October 28, 2000",ni,R,Western Kentucky
10,50.0,Aaron Henry (TW),F,6-6,210,"August 30, 1999",us,R,Michigan State
11,7.0,Isaiah Joe,SG,6-4,165,"July 2, 1999",us,1,Arkansas
12,14.0,Danny Green,SF,6-6,215,"June 22, 1987",us,12,UNC
13,11.0,Jaden Springer,G,6-4,204,"September 25, 2002",us,R,Tennessee
14,,Ben Simmons,PG,6-11,240,"July 20, 1996",au,4,LSU
15,,Shake Milton,SG,6-5,205,"September 26, 1996",us,3,SMU
16,,Grant Riller (TW),PG,6-2,190,"February 8, 1997",us,1,College of Charleston
