,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,3,Texas
1,31,Jeff Ayres,C,6-9,240,"April 29, 1987",United States,R,Arizona State
2,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,1,
3,4,Jerryd Bayless,SG,6-3,200,"August 20, 1988",United States,1,Arizona
4,2,Steve Blake,PG,6-3,172,"February 26, 1980",United States,6,Maryland
5,21,Marcus Camby,C,6-11,220,"March 22, 1974",United States,13,UMass
6,33,Dante Cunningham,PF,6-8,230,"April 22, 1987",United States,R,Villanova
7,27,Travis Diener,PG,6-1,175,"March 1, 1982",United States,4,Marquette
8,5,Rudy Fernandez,SG,6-6,185,"April 4, 1985",Spain,1,
9,6,Juwan Howard,C,6-9,240,"February 7, 1973",United States,15,Michigan
10,24,Andre Miller,PG,6-3,200,"March 19, 1976",United States,10,Utah
11,8,Patty Mills,PG,6-1,180,"August 11, 1988",Australia,R,Saint Mary's
12,52,Greg Oden,C,7-0,250,"January 22, 1988",United States,1,Ohio State
13,25,Travis Outlaw,SF,6-9,210,"September 18, 1984",United States,6,
14,10,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,9,Minnesota
15,42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",United States,4,Duke
16,7,Brandon Roy,SG,6-6,215,"July 23, 1984",United States,3,Washington
17,44,Anthony Tolliver,PF,6-8,240,"June 1, 1985",United States,1,Creighton
18,23,Martell Webster,SF,6-7,230,"December 4, 1986",United States,4,
