,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",United States,6,Kansas
1,12,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,7,Texas
2,5,Will Barton,SG,6-6,181,"January 6, 1991",United States,3,Memphis
3,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",United States,4,Morehead State University
4,4,Randy Foye,SG,6-4,213,"September 24, 1983",United States,9,Villanova
5,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,6,
6,11,Erick Green,PG,6-4,185,"May 9, 1991",United States,1,Virginia Tech
7,14,Gary Harris,SG,6-4,210,"September 14, 1994",United States,1,Michigan State
8,7,JJ Hickson,C,6-9,242,"September 4, 1988",United States,7,NC State
9,15,Nikola Jokic,C,6-11,284,"February 19, 1995",Serbia,R,
10,6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",United States,1,Cincinnati
11,77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",France,1,
12,3,Mike Miller,SF,6-8,218,"February 19, 1980",United States,15,Florida
13,0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",Congo - Kinshasa,R,
14,1,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,11,Saint Joseph's
15,23,Jusuf Nurkic,C,6-11,290,"August 23, 1994",Bosnia & Herzegovina,1,
16,16,Kostas Papanikolaou,SF,6-8,225,"July 31, 1990",Greece,1,
17,9,JaKarr Sampson,SF,6-7,214,"March 20, 1993",United States,1,St. John's
18,6,Axel Toupane,SF,6-7,197,"July 23, 1992",France,R,
