Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,23.0,BRK,NBA,C,70.0,22.0,18.2,2.8,4.3,0.659,0.0,0.0,0.0,2.8,4.3,0.666,0.659,1.7,2.8,0.626,1.4,3.0,4.4,0.9,0.7,0.8,1.1,2.4,7.4
2014-15,24.0,BRK,NBA,C,82.0,45.0,21.3,3.4,6.0,0.573,0.0,0.0,0.0,3.4,5.9,0.576,0.573,1.9,3.9,0.495,2.1,4.1,6.2,0.9,0.8,0.8,1.3,2.5,8.7
2015-16,25.0,POR,NBA,C,82.0,82.0,25.4,3.3,6.3,0.516,0.0,0.0,0.0,3.3,6.3,0.52,0.516,2.6,4.1,0.642,2.5,5.2,7.7,2.8,0.8,1.0,1.9,3.1,9.1
2016-17,26.0,TOT,NBA,C,81.0,64.0,26.5,4.1,7.7,0.536,0.0,0.1,0.0,4.1,7.6,0.541,0.536,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8,10.4
2016-17,26.0,POR,NBA,C,54.0,54.0,28.1,4.4,8.2,0.532,0.0,0.1,0.0,4.4,8.1,0.538,0.532,2.4,4.1,0.567,2.2,5.8,8.0,4.0,0.9,1.2,1.6,2.8,11.1
2016-17,26.0,DEN,NBA,C,27.0,10.0,23.4,3.7,6.7,0.547,0.0,0.0,0.0,3.7,6.7,0.55,0.547,1.7,2.8,0.618,1.9,4.6,6.4,2.6,0.7,1.1,1.7,2.9,9.1
2017-18,27.0,DEN,NBA,C,74.0,26.0,19.4,3.0,5.0,0.601,0.0,0.0,0.0,3.0,5.0,0.602,0.601,1.1,2.4,0.458,1.8,3.6,5.4,1.9,0.7,1.1,1.4,2.5,7.1
2018-19,28.0,DEN,NBA,C,82.0,17.0,21.1,3.2,5.4,0.593,0.0,0.1,0.2,3.2,5.3,0.602,0.595,1.4,2.4,0.561,2.0,4.4,6.4,3.0,0.8,0.9,1.5,3.1,7.8
2019-20,29.0,DEN,NBA,C,61.0,1.0,17.3,2.9,4.7,0.615,0.0,0.1,0.0,2.9,4.6,0.625,0.615,1.4,2.5,0.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2
2020-21,30.0,DET,NBA,C,56.0,56.0,26.8,4.2,6.8,0.614,0.0,0.1,0.0,4.2,6.7,0.626,0.614,2.0,3.0,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4
2021-22,31.0,CHO,NBA,C,11.0,11.0,26.4,2.6,4.9,0.537,0.0,0.0,,2.6,4.9,0.537,0.537,0.8,2.8,0.29,2.5,5.2,7.7,2.7,1.0,1.1,1.5,2.4,6.1
Career,,,NBA,,599.0,324.0,22.1,3.3,5.8,0.578,0.0,0.1,0.051,3.3,5.7,0.584,0.579,1.8,3.1,0.567,2.0,4.5,6.5,2.4,0.8,0.9,1.5,2.8,8.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DEN,NBA,,244.0,54.0,19.9,3.1,5.2,0.593,0.0,0.1,0.118,3.1,5.2,0.6,0.594,1.3,2.5,0.531,1.8,4.0,5.8,2.5,0.7,0.9,1.5,2.7,7.6
2 seasons,,BRK,NBA,,152.0,67.0,19.9,3.2,5.2,0.606,0.0,0.0,0.0,3.2,5.2,0.61,0.606,1.8,3.4,0.545,1.8,3.6,5.4,0.9,0.8,0.8,1.2,2.5,8.1
2 seasons,,POR,NBA,,136.0,136.0,26.5,3.7,7.1,0.523,0.0,0.1,0.0,3.7,7.0,0.528,0.523,2.5,4.1,0.612,2.4,5.4,7.8,3.2,0.9,1.1,1.8,3.0,9.9
1 season,,DET,NBA,,56.0,56.0,26.8,4.2,6.8,0.614,0.0,0.1,0.0,4.2,6.7,0.626,0.614,2.0,3.0,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4
1 season,,CHO,NBA,,11.0,11.0,26.4,2.6,4.9,0.537,0.0,0.0,,2.6,4.9,0.537,0.537,0.8,2.8,0.29,2.5,5.2,7.7,2.7,1.0,1.1,1.5,2.4,6.1
