,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19730,2958,6671,0.443,415,1202,0.345,2543,5469,0.465,1392,1865,0.746,924,2406,3330,1586,734,383,1249,1862,7723
1,Team/G,,240.6,36.1,81.4,0.443,5.1,14.7,0.345,31.0,66.7,0.465,17.0,22.7,0.746,11.3,29.3,40.6,19.3,9.0,4.7,15.2,22.7,94.2
2,Lg Rank,,26,8,8,9.0,16,16,14.0,7,10,11.0,22,20,20.0,22,22,26,24,4,19,19,25,11
3,Year/Year,,-0.4%,-1.6%,-1.5%,-0.0,5.3%,4.6%,0.002,-2.6%,-2.8%,0.001,-2.7%,-3.3%,0.005,-11.9%,-1.4%,-4.6%,-7.7%,10.4%,-5.2%,3.4%,3.4%,-1.4%
4,Opponent,82.0,19730,2975,6671,0.446,479,1374,0.349,2496,5297,0.471,1601,2092,0.765,1038,2550,3588,1760,649,431,1304,1589,8030
5,Opponent/G,,240.6,36.3,81.4,0.446,5.8,16.8,0.349,30.4,64.6,0.471,19.5,25.5,0.765,12.7,31.1,43.8,21.5,7.9,5.3,15.9,19.4,97.9
6,Lg Rank,,26,21,21,20.0,24,26,16.0,18,12,20.0,24,23,25.0,21,24,23,16,13,18,7,28,26
7,Year/Year,,-0.4%,2.1%,0.2%,0.009,9.9%,1.0%,0.028,0.8%,0.0%,0.004,8.2%,8.3%,-0.0,0.7%,2.5%,2.0%,-3.5%,1.6%,-4.9%,-0.4%,-9.9%,3.7%
