,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880.0,2961.0,6859.0,0.432,320.0,881.0,0.363,2641.0,5978.0,0.442,1487.0,2096.0,0.709,1083.0,2335.0,3418.0,1794.0,695.0,440.0,1192.0,1894.0,7729.0
1,Team/G,,242.4,36.1,83.6,0.432,3.9,10.7,0.363,32.2,72.9,0.442,18.1,25.6,0.709,13.2,28.5,41.7,21.9,8.5,5.4,14.5,23.1,94.3
2,Lg Rank,,8.0,14.0,4.0,27.0,24.0,28.0,9.0,7.0,1.0,29.0,25.0,18.0,29.0,4.0,25.0,19.0,10.0,6.0,12.0,18.0,21.0,22.0
3,Year/Year,,,,,,,,,,,,,,,,,,,,,,,
4,Opponent,82.0,19880.0,3015.0,6507.0,0.463,442.0,1224.0,0.361,2573.0,5283.0,0.487,1748.0,2279.0,0.767,959.0,2586.0,3545.0,1768.0,624.0,446.0,1297.0,1858.0,8220.0
5,Opponent/G,,242.4,36.8,79.4,0.463,5.4,14.9,0.361,31.4,64.4,0.487,21.3,27.8,0.767,11.7,31.5,43.2,21.6,7.6,5.4,15.8,22.7,100.2
6,Lg Rank,,8.0,20.0,13.0,26.0,10.0,7.0,17.0,20.0,12.0,26.0,26.0,23.0,23.0,13.0,27.0,25.0,19.0,18.0,25.0,5.0,16.0,21.0
7,Year/Year,,,,,,,,,,,,,,,,,,,,,,,
