,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,3041,7038,0.432,703,2043,0.344,2338,4995,0.468,1292,1838,0.703,1051,2630,3681,1771,623,383,1099,1559,8077
1,Team/G,,241.8,37.1,85.8,0.432,8.6,24.9,0.344,28.5,60.9,0.468,15.8,22.4,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5
2,Lg Rank,,18,20,6,27.0,9,11,17.0,23,17,25.0,26,17,29.0,2,16,4,16,16,13,8,7,18
3,Year/Year,,0.3%,-4.4%,-1.2%,-0.015,38.7%,29.3%,0.023,-12.6%,-9.9%,-0.014,-8.7%,-12.9%,0.033,-12.1%,4.2%,-1.1%,3.3%,-9.3%,-3.0%,-7.9%,-6.4%,-2.5%
4,Opponent,82.0,19830,3106,6817,0.456,635,1789,0.355,2471,5028,0.491,1312,1699,0.772,877,2740,3617,1949,572,391,1146,1584,8159
5,Opponent/G,,241.8,37.9,83.1,0.456,7.7,21.8,0.355,30.1,61.3,0.491,16.0,20.7,0.772,10.7,33.4,44.1,23.8,7.0,4.8,14.0,19.3,99.5
6,Lg Rank,,18,17,13,20.0,14,8,21.0,17,17,20.0,11,5,29.0,11,22,20,28,5,15,18,24,14
7,Year/Year,,0.3%,-3.2%,-0.0%,-0.015,-7.0%,-4.4%,-0.01,-2.1%,1.6%,-0.019,-11.8%,-13.6%,0.016,-3.9%,4.9%,2.6%,-2.6%,-14.6%,-3.0%,-6.8%,-6.8%,-5.0%
