,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,3,Duke
1,1,Keyon Dooling,SG,6-3,196,"May 8, 1980",United States,2,Missouri
2,2,Melvin Ely,C,6-10,260,"May 2, 1978",United States,R,Fresno State
3,32,Tremaine Fowlkes,SF,6-8,220,"April 11, 1976",United States,1,"California, Fresno State"
4,20,Marko Jaric,SF,6-7,198,"October 12, 1978",Serbia,R,
5,50,Corey Maggette,SG,6-6,218,"November 12, 1979",United States,3,Duke
6,24,Andre Miller,PG,6-3,200,"March 19, 1976",United States,3,Utah
7,7,Lamar Odom,SF,6-10,220,"November 6, 1979",United States,3,Rhode Island
8,34,Michael Olowokandi,C,7-0,269,"April 3, 1975",Nigeria,4,University of the Pacific
9,44,Cherokee Parks,PF,6-11,235,"October 11, 1972",United States,7,Duke
10,52,Eric Piatkowski,SG,6-7,215,"September 30, 1970",United States,8,Nebraska
11,3,Quentin Richardson,SG,6-6,223,"April 13, 1980",United States,2,DePaul
12,45,Sean Rooks,C,6-10,250,"September 9, 1969",United States,10,Arizona
13,54,Chris Wilcox,PF,6-10,221,"September 3, 1982",United States,R,Maryland
14,16,Wang Zhizhi,C,7-0,255,"July 8, 1977",China,2,
