,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19930,3126,6846,0.457,493,1293,0.381,2633,5553,0.474,1633,2052,0.796,970,2481,3451,1732,615,453,1192,1709,8378
1,Team/G,,243.0,38.1,83.5,0.457,6.0,15.8,0.381,32.1,67.7,0.474,19.9,25.0,0.796,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2
2,Lg Rank,,2,8,5,15.0,22,23,6.0,7,3,23.0,7,14,7.0,7,15,10,13,9,4,20,18,8
3,Year/Year,,0.6%,4.7%,-0.2%,0.021,4.0%,-0.9%,0.018,4.8%,-0.1%,0.022,6.5%,1.1%,0.04,-7.6%,0.1%,-2.2%,-4.4%,-3.1%,5.6%,-0.4%,-4.2%,5.0%
4,Opponent,82.0,19930,3141,6864,0.458,486,1400,0.347,2655,5464,0.486,1633,2077,0.786,1017,2491,3508,1723,622,449,1177,1708,8401
5,Opponent/G,,243.0,38.3,83.7,0.458,5.9,17.1,0.347,32.4,66.6,0.486,19.9,25.3,0.786,12.4,30.4,42.8,21.0,7.6,5.5,14.4,20.8,102.5
6,Lg Rank,,2,21,27,14.0,6,7,4.0,25,28,18.0,21,19,27.0,28,15,25,14,18,28,13,14,21
7,Year/Year,,0.6%,5.3%,4.3%,0.005,-14.9%,-8.0%,-0.028,10.1%,8.0%,0.01,-3.9%,-6.3%,0.02,11.3%,-3.5%,0.3%,-4.0%,-4.0%,-3.4%,-6.1%,-2.2%,2.0%
