,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",United States,14,Texas
1,31,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",United States,2,Ohio State
2,10,DeMar DeRozan,PF,6-6,220,"August 7, 1989",United States,11,USC
3,7,Gorgui Dieng,C,6-10,252,"January 18, 1990",Senegal,7,Louisville
4,14,Drew Eubanks,C,6-9,245,"February 1, 1997",United States,2,Oregon State
5,22,Rudy Gay,PF,6-8,250,"August 17, 1986",United States,14,UConn
6,3,Keldon Johnson,SF,6-5,220,"October 11, 1999",United States,1,Kentucky
7,33,Tre Jones,PG,6-1,185,"January 8, 2000",United States,R,Duke
8,41,Trey Lyles,PF,6-9,234,"November 5, 1995",Canada,5,Kentucky
9,8,Patty Mills,PG,6-1,180,"August 11, 1988",Australia,11,Saint Mary's
10,5,Dejounte Murray,PG,6-4,180,"September 19, 1996",United States,3,Washington
11,25,Jakob Poeltl,C,7-1,245,"October 15, 1995",Austria,4,Utah
12,23,Cameron Reynolds,SF,6-7,225,"February 7, 1995",United States,1,Tulane
13,19,Luka Samanic,PF,6-10,227,"January 9, 2000",Croatia,1,
14,24,Devin Vassell,SF,6-5,200,"August 23, 2000",United States,R,Florida State
15,1,Lonnie Walker,SG,6-4,204,"December 14, 1998",United States,2,Miami (FL)
16,15,Quinndary Weatherspoon,SG,6-3,205,"September 10, 1996",United States,1,Mississippi State
17,4,Derrick White,SG,6-4,190,"July 2, 1994",United States,3,"Colorado-Colorado Springs, Colorado"
