,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3197,7106,0.45,824,2233,0.369,2373,4873,0.487,1656,2216,0.747,827,2901,3728,1770,559,373,1041,1409,8874
1,Team/G,,241.2,39.0,86.7,0.45,10.0,27.2,0.369,28.9,59.4,0.487,20.2,27.0,0.747,10.1,35.4,45.5,21.6,6.8,4.5,12.7,17.2,108.2
2,Lg Rank,,16,18,11,24.0,19,21,8.0,18,7,27.0,1,1,24.0,12,4,3,24,28,18,3,2,10
3,Year/Year,,-0.3%,3.4%,1.5%,0.008,0.0%,-4.9%,0.018,4.6%,4.7%,-0.001,4.1%,13.5%,-0.067,14.7%,1.7%,4.3%,-6.4%,-2.1%,-4.4%,10.5%,3.6%,3.2%
4,Opponent,82.0,19780,3370,7199,0.468,926,2467,0.375,2444,4732,0.516,1187,1494,0.795,692,2891,3583,2029,542,404,1112,1839,8853
5,Opponent/G,,241.2,41.1,87.8,0.468,11.3,30.1,0.375,29.8,57.7,0.516,14.5,18.2,0.795,8.4,35.3,43.7,24.7,6.6,4.9,13.6,22.4,108.0
6,Lg Rank,,16,25,24,22.0,26,19,27.0,23,19,19.0,2,1,30.0,2,25,19,26,2,20,24,1,19
7,Year/Year,,-0.3%,4.1%,1.5%,0.012,-2.5%,-4.2%,0.007,6.9%,4.8%,0.01,2.2%,-0.1%,0.018,-5.5%,-0.6%,-1.6%,0.8%,0.6%,-10.2%,3.8%,12.8%,3.1%
