,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,2831,6428,0.44,300,885,0.339,2531,5543,0.457,1649,2176,0.758,918,2379,3297,1519,611,311,1095,1786,7611
1,Team/G,,241.5,34.5,78.4,0.44,3.7,10.8,0.339,30.9,67.6,0.457,20.1,26.5,0.758,11.2,29.0,40.2,18.5,7.5,3.8,13.4,21.8,92.8
2,Lg Rank,,24,23,16,26.0,28,27,25.0,10,4,29.0,16,15,10.0,13,21,22,26,7,24,4,8,25
3,Year/Year,,-0.6%,4.2%,-2.0%,0.026,-27.7%,-32.8%,0.024,9.9%,5.8%,0.017,17.7%,18.9%,-0.008,-9.9%,4.3%,-0.1%,-11.9%,11.1%,0.3%,-10.0%,-5.2%,5.0%
4,Opponent,82.0,19805,2883,6286,0.459,546,1486,0.367,2337,4800,0.487,1530,2014,0.76,860,2498,3358,1584,527,432,1197,1910,7842
5,Opponent/G,,241.5,35.2,76.7,0.459,6.7,18.1,0.367,28.5,58.5,0.487,18.7,24.6,0.76,10.5,30.5,41.0,19.3,6.4,5.3,14.6,23.3,95.6
6,Lg Rank,,24,12,4,21.0,29,29,23.0,6,2,21.0,10,8,27.0,7,22,17,8,3,25,12,11,12
7,Year/Year,,-0.6%,1.3%,-0.2%,0.007,10.5%,10.4%,0.0,-0.7%,-3.1%,0.012,-6.9%,-5.1%,-0.015,-9.2%,0.5%,-2.2%,-9.1%,-16.9%,-4.4%,2.5%,10.5%,0.1%
