,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19930,3069,6804,0.451,541,1633,0.331,2528,5171,0.489,1359,1817,0.748,846,2627,3473,1716,576,340,1133,1579,8038
1,Team/G,,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0
2,Lg Rank,,3,18,17,16.0,24,20,26.0,9,12,12.0,18,18,20.0,24,17,22,20,23,25,10,11,21
3,Year/Year,,0.3%,4.7%,6.5%,-0.008,-23.7%,-15.0%,-0.038,13.8%,15.7%,-0.008,-9.9%,-9.2%,-0.005,17.3%,9.1%,11.0%,0.1%,-18.3%,9.3%,-4.9%,-11.1%,-0.5%
4,Opponent,82.0,19930,3150,6913,0.456,696,1944,0.358,2454,4969,0.494,1278,1748,0.731,937,2699,3636,1944,643,372,1137,1641,8274
5,Opponent/G,,243.0,38.4,84.3,0.456,8.5,23.7,0.358,29.9,60.6,0.494,15.6,21.3,0.731,11.4,32.9,44.3,23.7,7.8,4.5,13.9,20.0,100.9
6,Lg Rank,,3,26,20,22.0,25,24,23.0,16,14,22.0,4,9,2.0,21,19,23,27,17,11,20,18,18
7,Year/Year,,0.3%,5.7%,6.2%,-0.002,5.1%,7.9%,-0.009,5.9%,5.5%,0.002,-17.0%,-13.7%,-0.029,1.7%,4.0%,3.4%,12.8%,5.8%,10.4%,-12.3%,-3.7%,1.4%
