,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Kenny Anderson,PG,6-0,168,"October 9, 1970",United States,12,Georgia Tech
1,24,Jonathan Bender,SF,6-11,202,"January 30, 1981",United States,4,
2,2,Jamison Brewer,PG,6-4,184,"November 19, 1980",United States,2,Auburn
3,27,Primoz Brezec,C,7-2,252,"October 2, 1979",Slovenia,2,
4,44,Austin Croshere,PF,6-9,235,"May 1, 1975",United States,6,Providence
5,10,Jeff Foster,C,6-11,236,"January 16, 1977",United States,4,Texas State University
6,3,Al Harrington,PF,6-9,230,"February 17, 1980",United States,5,
7,8,Anthony Johnson,PG,6-3,190,"October 2, 1974",United States,6,College of Charleston
8,20,Fred Jones,SG,6-4,210,"March 11, 1979",United States,1,Oregon
9,33,James Jones,SF,6-8,218,"October 4, 1980",United States,R,Miami (FL)
10,31,Reggie Miller,SG,6-7,185,"August 24, 1965",United States,16,UCLA
11,7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",United States,7,
12,62,Scot Pollard,C,6-11,265,"February 12, 1975",United States,6,Kansas
13,11,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",United States,2,Iowa State
14,23,Metta World Peace,SF,6-7,260,"November 13, 1979",United States,4,St. John's
