,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",United States,1,Arizona
1,11,Earl Boykins,PG,5-5,135,"June 2, 1976",United States,4,Eastern Michigan
2,25,Erick Dampier,C,6-11,265,"July 14, 1975",United States,6,Mississippi State
3,10,Mike Dunleavy,SF,6-9,230,"September 15, 1980",United States,R,Duke
4,21,Danny Fortson,PF,6-7,260,"March 27, 1976",United States,5,Cincinnati
5,31,Adonal Foyle,C,6-10,250,"March 9, 1975",St. Vincent & Grenadines,5,Colgate
6,11,AJ Guyton,PG,6-1,180,"February 12, 1978",United States,2,Indiana
7,33,Antawn Jamison,SF,6-8,223,"June 12, 1976",United States,4,UNC
8,34,Chris Mills,PF,6-6,215,"January 25, 1970",United States,9,"Kentucky, Arizona"
9,1,Troy Murphy,PF,6-11,245,"May 2, 1980",United States,1,Notre Dame
10,2,Dean Oliver,PG,5-11,180,"November 5, 1978",United States,1,Iowa
11,23,Jason Richardson,SG,6-6,220,"January 20, 1981",United States,1,Michigan State
12,5,Guy Rucker,PF,6-11,265,"July 27, 1977",United States,R,Iowa
13,3,Bob Sura,SG,6-5,200,"March 25, 1973",United States,7,Florida State
14,18,Oscar Torres,SG,6-6,210,"December 18, 1976",Venezuela,1,
15,4,Jiri Welsch,SF,6-7,208,"January 27, 1980",Czechia,R,
