Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2021-22,21.0,NYK,NBA,SG,4,18,16.1,0.75,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,14.5,0.1,0.0,0.0,0.132,4.1,-4.3,-0.2,0.0
Career,,,NBA,,4,18,16.1,0.75,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,14.5,0.1,0.0,0.0,0.132,4.1,-4.3,-0.2,0.0
