Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,20.0,DET,NBA,PG,15,15,31.3,4.7,14.1,0.335,1.8,7.3,0.245,2.9,6.8,0.431,0.399,1.7,2.0,0.867,1.1,5.5,6.5,4.8,1.3,0.5,3.5,2.4,13.0
Career,,,NBA,,15,15,31.3,4.7,14.1,0.335,1.8,7.3,0.245,2.9,6.8,0.431,0.399,1.7,2.0,0.867,1.1,5.5,6.5,4.8,1.3,0.5,3.5,2.4,13.0
