,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Will Bynum,PG,6-0,185,"January 4, 1983",United States,5,"Arizona, Georgia Tech"
1,8,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,7,
2,5,Austin Daye,SF,6-11,220,"June 5, 1988",United States,3,Gonzaga
3,1,Andre Drummond,C,6-10,279,"August 10, 1993",United States,R,UConn
4,24,Kim English,SG,6-6,200,"September 24, 1988",United States,R,Missouri
5,33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",Sweden,2,
6,7,Brandon Knight,PG,6-2,182,"December 2, 1991",United States,1,Kentucky
7,55,Viacheslav Kravtsov,C,7-0,260,"August 25, 1987",Ukraine,R,
8,50,Corey Maggette,SF,6-6,218,"November 12, 1979",United States,13,Duke
9,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",United States,7,Cincinnati
10,32,Khris Middleton,SG,6-7,222,"August 12, 1991",United States,R,Texas A&M
11,10,Greg Monroe,C,6-11,265,"June 4, 1990",United States,2,Georgetown
12,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,10,Kentucky
13,25,Kyle Singler,SF,6-8,228,"May 4, 1988",United States,R,Duke
14,3,Rodney Stuckey,SG,6-5,210,"April 21, 1986",United States,5,Eastern Washington
15,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",United States,7,UConn
