,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,31,Jarrett Allen,C,6-11,243,"April 21, 1998",us,2,Texas
1,10,Justin Anderson,SG,6-6,230,"November 19, 1993",us,4,Virginia
2,21,Wilson Chandler,PF,6-8,235,"May 10, 1987",us,11,DePaul
3,4,Chris Chiozza,PG,5-11,175,"November 21, 1995",us,1,Florida
4,33,Nicolas Claxton,C,6-11,215,"April 17, 1999",us,R,Georgia
5,1,Jamal Crawford,SG,6-5,185,"March 20, 1980",us,19,Michigan
6,"8, 26",Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us,5,Colorado
7,4,Henry Ellenson,C,6-10,240,"January 13, 1997",us,3,Marquette
8,45,Donta Hall,C,6-9,232,"August 7, 1997",us,R,Alabama
9,12,Joe Harris,SF,6-6,220,"September 6, 1991",us,5,Virginia
10,11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au,8,Duke
11,8,Tyler Johnson,SG,6-3,186,"May 7, 1992",us,5,Fresno State
12,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us,11,Texas A&M
13,00,Rodions Kurucs,PF,6-9,228,"February 5, 1998",lv,1,
14,22,Caris LeVert,SG,6-6,205,"August 25, 1994",us,3,Michigan
15,9,Timothe Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr,3,
16,0,Jeremiah Martin,PG,6-3,185,"June 19, 1996",us,R,Memphis
17,13,Dzanan Musa,SF,6-9,217,"May 8, 1999",ba,1,
18,0,David Nwaba,SF,6-5,219,"January 14, 1993",us,3,Cal Poly
19,1,Theo Pinson,SG,6-5,212,"November 5, 1995",us,1,UNC
20,2,Taurean Prince,PF,6-7,218,"March 22, 1994",us,3,Baylor
21,10,Iman Shumpert,SF,6-5,215,"June 26, 1990",us,8,Georgia Tech
22,17,Garrett Temple,SG,6-5,195,"May 8, 1986",us,9,LSU
23,42,Lance Thomas,PF,6-8,240,"April 24, 1988",us,8,Duke
