,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,52,Calvin Booth,C,6-11,230,"May 7, 1976",United States,9,Penn State
1,22,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,1,Florida
2,1,Bobby Brown,PG,6-2,175,"September 24, 1984",United States,R,Cal State Fullerton
3,14,Brian Cardinal,PF,6-8,245,"May 2, 1977",United States,8,Purdue
4,10,Rodney Carney,SG,6-7,205,"April 15, 1984",United States,2,Memphis
5,34,Jason Collins,C,7-0,255,"December 2, 1978",United States,7,Stanford
6,4,Randy Foye,SG,6-4,213,"September 24, 1983",United States,2,Villanova
7,8,Ryan Gomes,SF,6-7,250,"September 1, 1982",United States,3,Providence
8,25,Al Jefferson,C,6-10,289,"January 4, 1985",United States,4,
9,42,Kevin Love,C,6-8,251,"September 7, 1988",United States,R,UCLA
10,35,Mark Madsen,C,6-9,240,"January 28, 1976",United States,8,Stanford
11,1,Rashad McCants,SG,6-4,207,"September 25, 1984",United States,3,UNC
12,33,Mike Miller,SF,6-8,218,"February 19, 1980",United States,8,Florida
13,12,Kevin Ollie,PG,6-4,195,"December 27, 1972",United States,11,UConn
14,5,Craig Smith,PF,6-7,250,"November 10, 1983",United States,2,Boston College
15,3,Sebastian Telfair,PG,6-0,165,"June 9, 1985",United States,4,
16,23,Shelden Williams,PF,6-9,250,"October 21, 1983",United States,2,Duke
