,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Michael Beasley,SF,6-9,235,"January 9, 1989",United States,4,Kansas State
1,26,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,6,Michigan State
2,1,Goran Dragic,PG,6-3,190,"May 6, 1986",Slovenia,4,
3,3,Jared Dudley,SF,6-6,237,"July 10, 1985",United States,5,Boston College
4,10,Diante Garrett,PG,6-4,190,"November 3, 1988",United States,R,Iowa State
5,4,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,5,
6,98,Hamed Haddadi,C,7-2,254,"May 19, 1985",Iran,4,
7,2,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,2,"Iowa State, Syracuse"
8,12,Kendall Marshall,PG,6-4,200,"August 19, 1991",United States,R,UNC
9,15,Marcus Morris,SF,6-8,218,"September 2, 1989",United States,1,Kansas
10,11,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,1,Kansas
11,20,Jermaine O'Neal,C,6-11,226,"October 13, 1978",United States,16,
12,14,Luis Scola,PF,6-9,240,"April 30, 1980",Argentina,5,
13,31,Sebastian Telfair,PG,6-0,165,"June 9, 1985",United States,8,
14,17,PJ Tucker,SG,6-5,245,"May 5, 1985",United States,1,Texas
15,40,Luke Zeller,C,6-11,245,"April 7, 1987",United States,R,Notre Dame
