,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,20,Ray Allen,SG,6-5,205,"July 20, 1975",United States,14,UConn
1,45,Carlos Arroyo,PG,6-2,202,"July 30, 1979",Puerto Rico,8,Florida International University
2,0,Avery Bradley,PG,6-3,180,"November 26, 1990",United States,R,Texas
3,8,Marquis Daniels,SF,6-6,200,"January 7, 1981",United States,7,Auburn
4,11,Glen Davis,C,6-9,289,"January 1, 1986",United States,3,LSU
5,86,Semih Erden,C,7-0,240,"July 28, 1986",Turkey,R,
6,5,Kevin Garnett,PF,6-11,240,"May 19, 1976",United States,15,
7,8,Jeff Green,SF,6-8,235,"August 28, 1986",United States,3,Georgetown
8,55,Luke Harangody,PF,6-8,246,"January 2, 1988",United States,R,Notre Dame
9,86,Chris Johnson,C,6-11,210,"July 15, 1985",United States,R,LSU
10,4,Nenad Krstic,C,7-0,240,"July 25, 1983",Serbia,6,
11,30,Troy Murphy,PF,6-11,245,"May 2, 1980",United States,9,Notre Dame
12,7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",United States,14,
13,36,Shaquille O'Neal,C,7-1,325,"March 6, 1972",United States,18,LSU
14,77,Sasha Pavlovic,SG,6-8,220,"November 15, 1983",Montenegro,7,
15,43,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,7,
16,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,12,Kansas
17,4,Nate Robinson,PG,5-9,180,"May 31, 1984",United States,5,Washington
18,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,4,Kentucky
19,12,Von Wafer,SG,6-5,210,"July 21, 1985",United States,4,Florida State
20,13,Delonte West,PG,6-4,180,"July 26, 1983",United States,6,Saint Joseph's
