,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,99.3,0.25,0.362,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.208,Oracle Arena,803436
1,Lg Rank,1,30,2,2,1.0,28.0,1.0,1.0,5.0,2.0,25.0,2.0,1.0,20.0,19.0,25.0,2.0,22.0,15.0,17.0,,7
