,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,3,
1,2,Eddy Curry,C,7-0,295,"December 5, 1982",United States,3,
2,34,Antonio Davis,PF,6-9,215,"October 31, 1968",United States,11,Texas-El Paso
3,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,R,Duke
4,21,Chris Duhon,PG,6-1,185,"August 31, 1982",United States,R,Duke
5,51,Lawrence Funderburke,PF,6-9,230,"December 15, 1970",United States,6,"Indiana, Ohio State"
6,7,Ben Gordon,SG,6-3,200,"April 4, 1983",United Kingdom,R,UConn
7,44,Adrian Griffin,SF,6-5,217,"July 4, 1974",United States,5,Seton Hall
8,24,Othella Harrington,PF,6-9,235,"January 31, 1974",United States,8,Georgetown
9,12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",United States,1,Kansas
10,5,Andres Nocioni,SF,6-7,225,"November 30, 1979",Argentina,R,
11,15,Jannero Pargo,PG,6-1,175,"October 22, 1979",United States,2,Arkansas
12,52,Eric Piatkowski,SG,6-7,215,"September 30, 1970",United States,10,Nebraska
13,35,Jared Reiner,C,6-11,255,"April 8, 1982",United States,R,Iowa
14,30,Frank Williams,SG,6-3,212,"February 25, 1980",United States,2,Illinois
