,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",United States,R,Kansas
1,7,Greg Buckner,SF,6-4,210,"September 16, 1976",United States,9,Clemson
2,11,Mike Conley,PG,6-1,175,"October 11, 1987",United States,1,Ohio State
3,3,Javaris Crittenton,SG,6-5,200,"December 31, 1987",United States,1,Georgia Tech
4,30,Adonal Foyle,C,6-10,250,"March 9, 1975",St. Vincent & Grenadines,11,Colgate
5,33,Marc Gasol,C,6-11,255,"January 29, 1985",Spain,R,
6,22,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,2,UConn
7,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",Iran,R,
8,55,Marko Jaric,SG,6-7,198,"October 12, 1978",Serbia,6,
9,1,Kyle Lowry,PG,6-0,196,"March 25, 1986",United States,2,Villanova
10,32,OJ Mayo,SG,6-5,210,"November 5, 1987",United States,R,USC
11,3,Darius Miles,SF,6-9,210,"October 9, 1981",United States,6,
12,31,Darko Milicic,C,7-0,250,"June 20, 1985",Serbia,5,
13,13,Quinton Ross,SF,6-6,195,"April 30, 1981",United States,4,SMU
14,21,Hakim Warrick,PF,6-9,219,"July 8, 1982",United States,3,Syracuse
