,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,35,Malik Allen,PF,6-10,255,"June 27, 1978",United States,4,Villanova
1,13,Eddie Basden,SF,6-5,215,"February 15, 1983",United States,R,UNC Charlotte
2,3,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,4,
3,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,1,Duke
4,21,Chris Duhon,PG,6-1,185,"August 31, 1982",United States,1,Duke
5,7,Ben Gordon,SG,6-3,200,"April 4, 1983",United Kingdom,1,UConn
6,1,Stephen Graham,SG,6-6,215,"June 11, 1982",United States,R,"Central Florida, Oklahoma State"
7,24,Othella Harrington,C,6-9,235,"January 31, 1974",United States,9,Georgetown
8,12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",United States,2,Kansas
9,6,Randy Holcomb,SF,6-9,225,"August 8, 1979",United States,R,"Fresno State, San Diego State"
10,1,Randy Livingston,PG,6-4,209,"April 2, 1975",United States,9,LSU
11,5,Andres Nocioni,PF,6-7,225,"November 30, 1979",Argentina,1,
12,15,Jannero Pargo,PG,6-1,175,"October 22, 1979",United States,3,Arkansas
13,52,Eric Piatkowski,SG,6-7,215,"September 30, 1970",United States,11,Nebraska
14,45,Luke Schenscher,C,7-1,255,"December 31, 1982",Australia,R,Georgia Tech
15,25,Darius Songaila,PF,6-9,248,"February 14, 1978",Lithuania,2,Wake Forest
16,50,Mike Sweetney,C,6-8,275,"October 25, 1982",United States,2,Georgetown
17,30,James Thomas,PF,6-8,235,"November 22, 1980",United States,1,Texas
18,2,Tim Thomas,SF,6-10,230,"February 26, 1977",United States,8,Villanova
