,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,R,Duke
1,3,Tierre Brown,PG,6-2,189,"June 3, 1979",United States,1,McNeese State University
2,12,Bimbo Coles,PG,6-1,180,"April 22, 1968",United States,12,Virginia Tech
3,31,Ricky Davis,SG,6-6,195,"September 23, 1979",United States,4,Iowa
4,52,DeSagana Diop,PF,7-0,300,"January 30, 1982",Senegal,1,
5,32,Tyrone Hill,PF,6-9,240,"March 19, 1968",United States,12,Xavier
6,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",Lithuania,4,
7,33,Jumaine Jones,SF,6-8,218,"February 10, 1979",United States,3,Georgia
8,4,Chris Mihm,C,7-0,265,"July 16, 1979",United States,2,Texas
9,21,Darius Miles,SF,6-9,210,"October 9, 1981",United States,2,
10,10,Milt Palacio,PG,6-3,195,"February 7, 1978",United States,3,"Midland College, Colorado State"
11,17,Smush Parker,PG,6-4,190,"June 1, 1981",United States,R,Fordham
12,13,Michael Stewart,PF,6-10,230,"April 25, 1975",France,5,California
13,2,Dajuan Wagner,SG,6-2,200,"February 4, 1983",United States,R,Memphis
