,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,20,Udoka Azubuike,C,6-10,280,"September 17, 1999",Nigeria,R,Kansas
1,44,Bojan Bogdanovic,SF,6-7,226,"April 18, 1989",Bosnia & Herzegovina,6,
2,5,Jarrell Brantley,PF,6-5,250,"June 7, 1996",United States,1,College of Charleston
3,0,Jordan Clarkson,SG,6-4,194,"June 7, 1992",United States,6,"Tulsa, Missouri"
4,10,Mike Conley,PG,6-1,175,"October 11, 1987",United States,13,Ohio State
5,15,Derrick Favors,C,6-9,265,"July 15, 1991",United States,10,Georgia Tech
6,3,Trent Forrest,PG,6-4,210,"June 12, 1998",United States,R,Florida State
7,27,Rudy Gobert,C,7-1,258,"June 26, 1992",France,7,
8,8,Shaquille Harrison,SG,6-7,190,"October 6, 1993",United States,3,Tulsa
9,33,Elijah Hughes,SF,6-5,215,"March 10, 1998",United States,R,"Syracuse, East Carolina University"
10,77,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,12,
11,2,Joe Ingles,SF,6-8,220,"October 2, 1987",Australia,6,
12,45,Donovan Mitchell,PG,6-1,215,"September 7, 1996",United States,3,Louisville
13,16,Juwan Morgan,PF,6-7,232,"April 17, 1997",United States,1,Indiana
14,31,Georges Niang,PF,6-7,230,"June 17, 1993",United States,4,Iowa State
15,23,Royce O'Neale,SF,6-4,226,"June 5, 1993",United States,3,"Denver, Baylor"
16,81,Miye Oni,SG,6-5,206,"August 4, 1997",United States,1,Yale
17,21,Matt Thomas,SG,6-4,190,"August 4, 1994",United States,1,Iowa State
