Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,19.0,WAS,NBA,SF,52.0,10.0,14.0,1.9,4.5,0.415,0.4,1.3,0.319,1.4,3.2,0.455,0.462,0.6,0.9,0.681,0.7,2.1,2.8,1.5,0.4,0.1,0.6,1.1,4.8
2019-20,20.0,WAS,NBA,SF,69.0,22.0,25.8,4.0,9.0,0.439,0.9,2.6,0.341,3.1,6.4,0.479,0.488,1.6,2.0,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4
2020-21,21.0,TOT,NBA,SF,34.0,0.0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7
2020-21,21.0,WAS,NBA,SF,21.0,0.0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2.0,0.442,0.449,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
2020-21,21.0,CHI,NBA,SF,13.0,0.0,18.2,2.2,4.2,0.527,0.6,1.8,0.333,1.6,2.4,0.677,0.6,0.4,0.5,0.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5,5.5
2021-22,22.0,CHI,NBA,SF,8.0,0.0,8.9,1.3,3.0,0.417,0.5,1.4,0.364,0.8,1.6,0.462,0.5,0.1,0.3,0.5,0.3,0.9,1.1,0.3,0.1,0.0,0.1,0.9,3.1
Career,,,NBA,,163.0,32.0,19.1,2.7,6.3,0.432,0.7,2.0,0.331,2.0,4.3,0.479,0.485,1.0,1.3,0.751,0.8,3.1,3.9,1.8,0.7,0.1,0.8,1.5,7.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,142.0,32.0,19.7,2.8,6.7,0.426,0.7,2.1,0.33,2.2,4.6,0.47,0.478,1.1,1.4,0.751,0.9,3.3,4.1,2.0,0.8,0.1,0.9,1.5,7.4
2 seasons,,CHI,NBA,,21.0,0.0,14.7,1.9,3.8,0.494,0.6,1.7,0.343,1.3,2.1,0.614,0.57,0.3,0.4,0.75,0.5,2.0,2.5,0.6,0.4,0.1,0.3,1.3,4.6
