,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,9,California
1,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,13,UCLA
2,28,Tarik Black,C,6-9,250,"November 22, 1991",United States,3,"Memphis, Kansas"
3,6,Bobby Brown,PG,6-2,175,"September 24, 1984",United States,3,Cal State Fullerton
4,26,Markel Brown,SG,6-3,190,"January 29, 1992",United States,2,Oklahoma State
5,7,Isaiah Canaan,SG,6-0,201,"May 21, 1991",United States,4,Murray State
6,15,Clint Capela,C,6-10,240,"May 18, 1994",Switzerland,3,
7,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,9,Indiana
8,14,Gerald Green,SG,6-6,205,"January 26, 1986",United States,10,
9,13,James Harden,SG,6-5,220,"August 26, 1989",United States,8,Arizona State
10,42,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,15,
11,2,RJ Hunter,SG,6-5,185,"October 24, 1993",United States,2,Georgia State University
12,5,Aaron Jackson,PG,6-4,185,"May 6, 1986",United States,R,Duquesne
13,2,Demetrius Jackson,PG,6-1,201,"September 7, 1994",United States,1,Notre Dame
14,7,Joe Johnson,SF,6-7,240,"June 29, 1981",United States,16,Arkansas
15,12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",Cameroon,9,UCLA
16,21,Chinanu Onuaku,C,6-10,245,"November 1, 1996",United States,1,Louisville
17,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,12,Wake Forest
18,9,Zhou Qi,C,7-1,210,"January 16, 1996",China,R,
19,55,Tim Quarterman,SG,6-6,195,"October 27, 1994",United States,1,LSU
20,4,PJ Tucker,PF,6-5,245,"May 5, 1985",United States,6,Texas
21,0,Briante Weber,PG,6-2,165,"December 29, 1992",United States,2,VCU
22,5,Troy Williams,SF,6-7,218,"December 30, 1994",United States,1,Indiana
23,32,Brandan Wright,PF,6-10,210,"October 5, 1987",United States,9,UNC
