,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,72.0,17455,2925,6197,0.472,796,2248,0.354,2129,3949,0.539,1241,1679,0.739,695,2490,3185,1775,562,386,1095,1377,7887
1,Team/G,,242.4,40.6,86.1,0.472,11.1,31.2,0.354,29.6,54.8,0.539,17.2,23.3,0.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,109.5
2,Lg Rank,,4,21,27,12.0,25,24,21.0,12,12,13.0,11,6,28.0,17,15,16,15,11,5,28,16,22
3,Year/Year,,0.7%,-4.0%,-2.5%,-0.008,0.4%,-1.1%,0.005,-5.6%,-3.3%,-0.013,-2.9%,-4.2%,0.01,-9.5%,-1.4%,-3.3%,-2.9%,-9.4%,-18.7%,0.3%,-7.7%,-3.4%
4,Opponent,72.0,17455,2862,6221,0.46,818,2321,0.352,2044,3900,0.524,1144,1475,0.776,634,2392,3026,1776,593,327,1095,1530,7686
5,Opponent/G,,242.4,39.8,86.4,0.46,11.4,32.2,0.352,28.4,54.2,0.524,15.9,20.5,0.776,8.8,33.2,42.0,24.7,8.2,4.5,15.2,21.3,106.8
6,Lg Rank,,4,5,6,8.0,3,4,4.0,13,16,9.0,9,8,12.0,2,9,4,13,26,8,4,3,2
7,Year/Year,,0.7%,1.8%,-0.8%,0.012,-2.5%,-3.5%,0.004,3.6%,0.8%,0.014,-11.2%,-10.5%,-0.006,-6.4%,1.1%,-0.6%,5.4%,-0.0%,22.6%,-4.4%,-2.3%,-0.8%
