,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,40.0,Harrison Barnes,PF,6-8,225,"May 30, 1992",us,9,UNC
1,5.0,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us,4,Kentucky
2,22.0,Richaun Holmes,C,6-10,235,"October 15, 1993",us,6,Bowling Green
3,24.0,Buddy Hield,SG,6-4,220,"December 17, 1992",bs,5,Oklahoma
4,8.0,Maurice Harkless,SF,6-7,220,"May 11, 1993",us,9,St. John's
5,3.0,Terence Davis,SG,6-4,201,"May 16, 1997",us,2,Ole Miss
6,13.0,Tristan Thompson,PF,6-9,254,"March 13, 1991",ca,10,Texas
7,15.0,Davion Mitchell,G,6-2,205,"September 5, 1998",us,R,"Auburn, Baylor"
8,0.0,Tyrese Haliburton,PG,6-5,185,"February 29, 2000",us,1,Iowa State
9,,Robert Woodard,SF,6-6,235,"September 22, 1999",us,1,Mississippi State
10,,Neemias Queta (TW),C,7-0,245,"July 13, 1999",pt,R,Utah State University
11,,Jahmi'us Ramsey,SG,6-3,190,"June 9, 2001",us,1,Texas Tech
12,,Marvin Bagley III,PF,6-11,235,"March 14, 1999",us,3,Duke
13,,Chimezie Metu,C,6-9,225,"March 22, 1997",us,3,USC
14,,Alex Len,C,7-0,250,"June 16, 1993",ua,8,Maryland
15,,Damian Jones,C,6-11,245,"June 30, 1995",us,5,Vanderbilt
