,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30.0,Julius Randle,PF,6-8,250,"November 29, 1994",us,7,Kentucky
1,13.0,Evan Fournier,SG,6-7,205,"October 29, 1992",fr,9,
2,9.0,RJ Barrett,SF,6-6,214,"June 14, 2000",ca,2,Duke
3,1.0,Obi Toppin,PF,6-9,220,"March 4, 1998",us,1,Dayton
4,23.0,Mitchell Robinson,C,7-0,240,"April 1, 1998",us,3,Western Kentucky
5,8.0,Kemba Walker,PG,6-0,184,"May 8, 1990",us,10,UConn
6,4.0,Derrick Rose,PG,6-2,200,"October 4, 1988",us,12,Memphis
7,18.0,Alec Burks,SG,6-6,214,"July 20, 1991",us,10,Colorado
8,5.0,Immanuel Quickley,PG,6-3,190,"June 17, 1999",us,1,Kentucky
9,45.0,Jericho Sims (TW),F,6-10,245,"October 20, 1998",us,R,Texas
10,,Miles McBride,G,6-2,200,"September 8, 2000",us,R,West Virginia
11,,Kevin Knox,SF,6-7,215,"August 11, 1999",us,3,Kentucky
12,,Taj Gibson,PF,6-9,232,"June 24, 1985",us,12,USC
13,,Quentin Grimes,G,6-5,205,"May 8, 2000",us,R,"Kansas, Houston"
14,,Wayne Selden,G-F,6-5,230,"September 30, 1994",us,3,Kansas
15,,Nerlens Noel,C,6-11,220,"April 10, 1994",us,7,Kentucky
16,,Luka Samanic (TW),F,6-10,227,"January 9, 2000",hr,2,
