,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19730,3005,6394,0.47,841,2241,0.375,2164,4153,0.521,1575,2176,0.724,810,2736,3546,1615,512,456,1155,1629,8426
1,Team/G,,240.6,36.6,78.0,0.47,10.3,27.3,0.375,26.4,50.6,0.521,19.2,26.5,0.724,9.9,33.4,43.2,19.7,6.2,5.6,14.1,19.9,102.8
2,Lg Rank,,26,24,27,7.0,1,1,3.0,30,30,2.0,10,7,29.0,25,1,5,25,27,5,14,7,6
3,Year/Year,,0.0%,2.6%,-0.3%,0.013,2.9%,4.4%,-0.005,2.5%,-2.7%,0.026,-2.2%,-3.4%,0.009,-1.1%,0.3%,-0.0%,1.4%,-10.2%,3.9%,1.1%,-2.1%,1.7%
4,Opponent,82.0,19730,2955,6739,0.438,522,1437,0.363,2433,5302,0.459,1380,1830,0.754,800,2481,3281,1550,551,288,1050,1819,7812
5,Opponent/G,,240.6,36.0,82.2,0.438,6.4,17.5,0.363,29.7,64.7,0.459,16.8,22.3,0.754,9.8,30.3,40.0,18.9,6.7,3.5,12.8,22.2,95.3
6,Lg Rank,,26,8,16,1.0,12,11,23.0,8,20,1.0,3,3,10.0,3,14,8,2,6,1,27,4,4
7,Year/Year,,0.0%,0.6%,-0.7%,0.006,17.6%,10.8%,0.021,-2.4%,-3.4%,0.005,-2.9%,-2.8%,-0.001,-7.4%,-4.2%,-5.0%,4.2%,-2.3%,-6.5%,-2.1%,-1.1%,1.0%
