,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,4,UCLA
1,11,Chris Andersen,C,6-10,245,"July 7, 1978",United States,9,Blinn College
2,13,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,4,Florida
3,0,DeMarre Carroll,PF,6-6,215,"July 27, 1986",United States,2,"Vanderbilt, Missouri"
4,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",United States,4,DePaul
5,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",United States,R,Morehead State University
6,5,Rudy Fernandez,SG,6-6,185,"April 4, 1985",Spain,3,
7,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,3,
8,1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",United States,R,Texas
9,7,Al Harrington,PF,6-9,230,"February 17, 1980",United States,13,
10,31,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,9,
11,41,Kosta Koufos,C,7-0,245,"February 24, 1989",United States,3,Ohio State
12,3,Ty Lawson,PG,5-11,195,"November 3, 1987",United States,2,UNC
13,34,JaVale McGee,C,7-0,270,"January 19, 1988",United States,3,Nevada
14,24,Andre Miller,SG,6-3,200,"March 19, 1976",United States,12,Utah
15,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",Russia,1,
16,10,Julyan Stone,SG,6-6,200,"December 7, 1988",United States,R,Texas-El Paso
