,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",United States,R,Pitt
1,10,Keith Bogans,SF,6-5,215,"May 12, 1980",United States,6,Kentucky
2,15,Matt Bonner,PF,6-10,235,"April 5, 1980",United States,5,Florida
3,21,Tim Duncan,C,6-11,250,"April 25, 1976",U.S. Virgin Islands,12,Wake Forest
4,4,Michael Finley,SF,6-7,215,"March 6, 1973",United States,14,Wisconsin
5,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,7,
6,1,Malik Hairston,SG,6-6,220,"February 23, 1987",United States,1,Oregon
7,22,Marcus Haislip,SF,6-10,230,"December 22, 1980",United States,3,Tennessee
8,3,George Hill,PG,6-4,188,"May 4, 1986",United States,1,IUPUI
9,11,Cedric Jackson,PG,6-3,191,"March 5, 1986",United States,R,"St. John's, Cleveland State University"
10,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,8,Arizona
11,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,1,
12,8,Roger Mason,SG,6-5,200,"September 10, 1980",United States,5,Virginia
13,34,Antonio McDyess,PF,6-9,220,"September 7, 1974",United States,13,Alabama
14,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,8,
15,42,Theo Ratliff,C,6-10,225,"April 17, 1973",United States,14,Wyoming
16,2,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,R,LSU
