,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,20,Ray Allen,SG,6-5,205,"July 20, 1975",United States,13,UConn
1,42,Tony Allen,SG,6-4,213,"January 11, 1982",United States,5,"Butler County Community College, Oklahoma State"
2,7,Marquis Daniels,SF,6-6,200,"January 7, 1981",United States,6,Auburn
3,11,Glen Davis,PF,6-9,289,"January 1, 1986",United States,2,LSU
4,40,Michael Finley,SF,6-7,215,"March 6, 1973",United States,14,Wisconsin
5,5,Kevin Garnett,PF,6-11,240,"May 19, 1976",United States,14,
6,4,JR Giddens,SF,6-5,215,"February 13, 1985",United States,1,"Kansas, New Mexico"
7,50,Eddie House,PG,6-1,180,"May 14, 1978",United States,9,Arizona State
8,26,Lester Hudson,PG,6-3,190,"August 7, 1984",United States,R,University of Tennessee at Martin
9,40,Oliver Lafayette,SG,6-2,190,"May 6, 1984",United States,R,Houston
10,12,Marcus Landry,SF,6-7,230,"November 1, 1985",United States,R,Wisconsin
11,43,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,6,
12,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,11,Kansas
13,4,Nate Robinson,PG,5-9,180,"May 31, 1984",United States,4,Washington
14,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,3,Kentucky
15,44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",United States,8,USC
16,12,Henry Walker,SF,6-6,220,"October 9, 1987",United States,1,Kansas State
17,30,Rasheed Wallace,C,6-10,225,"September 17, 1974",United States,14,UNC
18,13,Shelden Williams,PF,6-9,250,"October 21, 1983",United States,3,Duke
