,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,4,Florida
1,44,Bojan Bogdanovic,SF,6-7,226,"April 18, 1989",Bosnia & Herzegovina,2,
2,33,Trey Burke,PG,6-0,185,"November 12, 1992",United States,3,Michigan
3,13,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,9,
4,4,Danuel House,SG,6-6,220,"June 7, 1993",United States,R,Texas A&M
5,7,Brandon Jennings,PG,6-1,170,"September 23, 1989",United States,7,
6,9,Sheldon Mac,SG,6-5,200,"December 21, 1992",United States,R,Miami (FL)
7,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,8,
8,1,Chris McCullough,PF,6-11,200,"February 5, 1995",United States,1,Syracuse
9,5,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,5,Kansas
10,44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",Canada,4,St. Bonaventure
11,32,Daniel Ochefu,C,6-11,245,"December 15, 1993",United States,R,Villanova
12,12,Kelly Oubre,SF,6-7,203,"December 9, 1995",United States,1,Kansas
13,22,Otto Porter,SF,6-8,198,"June 3, 1993",United States,3,Georgetown
14,31,Tomas Satoransky,SG,6-7,210,"October 30, 1991",Czechia,R,
15,14,Jason Smith,C,7-0,240,"March 2, 1986",United States,8,Colorado State
16,15,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,7,LSU
17,2,John Wall,PG,6-3,210,"September 6, 1990",United States,6,Kentucky
